,Score,Druggability Score,Number of Alpha Spheres,Total SASA,Polar SASA,Apolar SASA,Volume,Mean local hydrophobic density,Mean alpha sphere radius :,Mean alp. sph. solvent access,Apolar alpha sphere proportion,Hydrophobicity score:,Volume score: ,Polarity score:,Charge score :,Proportion of polar atoms: ,Alpha sphere density,Cent. of mass - Alpha Sphere max dist: ,Flexibility,pocket_number,protein
2,0.728,0.491,51,22.660,0.000,22.660,647.329,31.373,3.948,0.513,1.000,29.600, 4.600, 8, 3,0.000,6.241,16.325,0.661,3,PL-PRO
3,0.582,0.328,60,21.835,0.000,21.835,278.157,48.800,3.686,0.420,1.000,64.611, 4.611, 5, 0,0.000,4.388,9.217,0.459,4,PL-PRO
4,0.562,0.625,60,19.604,0.000,19.604,425.773,56.067,3.836,0.473,1.000,35.462, 4.000, 4, 1,0.000,4.084,10.350,0.396,5,PL-PRO
5,0.511,0.149,37,16.568,0.000,16.568,411.051,28.162,4.024,0.661,1.000,16.778, 4.444, 6, 0,0.000,4.729,12.679,0.450,6,PL-PRO
6,0.502,0.098,36,14.879,0.000,14.879,411.293,29.444,3.861,0.540,1.000,30.667, 3.500, 7, -1,0.000,4.588,11.005,0.502,7,PL-PRO
7,0.389,0.030,32,14.416,0.000,14.416,382.022,31.000,4.019,0.631,1.000,40.769, 4.846, 10, 2,0.000,3.537,7.100,0.352,8,PL-PRO
8,0.382,0.037,34,14.155,0.000,14.155,179.218,32.647,3.590,0.399,1.000,40.154, 4.000, 6, 0,0.000,3.419,7.246,0.215,9,PL-PRO
9,0.377,0.048,30,13.371,0.000,13.371,343.007,27.533,4.061,0.551,1.000,53.545, 5.091, 5, 2,0.000,3.496,9.506,0.410,10,PL-PRO
10,0.359,0.056,35,13.994,0.000,13.994,350.752,33.886,3.882,0.472,1.000,36.667, 4.000, 5, 1,0.000,3.005,8.030,0.424,11,PL-PRO
11,0.358,0.032,29,13.411,0.000,13.411,371.541,28.000,4.058,0.610,1.000,16.000, 5.000, 6, 2,0.000,3.365,8.196,0.391,12,PL-PRO
12,0.355,0.017,24,12.808,0.000,12.808,278.496,21.750,3.819,0.583,1.000,53.556, 4.778, 3, 2,0.000,3.590,8.405,0.222,13,PL-PRO
13,0.355,0.057,31,17.814,0.000,17.814,329.377,29.613,3.951,0.732,1.000,-11.778, 3.556, 8, -1,0.000,3.396,9.355,0.128,14,PL-PRO
14,0.353,0.076,39,14.858,0.000,14.858,334.752,38.000,4.044,0.556,1.000,84.333, 5.333, 1, 1,0.000,2.853,7.655,0.715,15,PL-PRO
15,0.309,0.011,23,11.621,0.000,11.621,349.654,22.000,4.048,0.724,1.000,22.778, 3.778, 5, 1,0.000,3.056,7.026,0.336,16,PL-PRO
16,0.307,0.008,15,10.154,0.000,10.154,285.032,13.333,3.976,0.714,1.000,23.500, 5.500, 3, 0,0.000,3.456,8.924,0.335,17,PL-PRO
17,0.303,0.013,25,10.556,0.000,10.556,150.085,23.920,3.579,0.362,1.000,30.455, 5.182, 7, 1,0.000,2.903,6.992,0.245,18,PL-PRO
18,0.294,0.009,24,10.877,0.000,10.877,291.688,23.000,3.898,0.520,1.000,50.000, 4.250, 3, 1,0.000,2.827,6.228,0.426,19,PL-PRO
19,0.286,0.007,21,13.451,0.000,13.451,258.452,20.000,3.924,0.749,1.000,32.900, 3.600, 4, -2,0.000,3.034,6.332,0.175,20,PL-PRO
20,0.267,0.010,23,12.265,0.000,12.265,345.444,22.000,4.171,0.654,1.000,24.286, 4.286, 4, 2,0.000,2.643,6.705,0.502,21,PL-PRO
21,0.264,0.009,25,11.199,0.000,11.199,246.036,24.000,4.032,0.593,1.000,20.400, 3.800, 7, 2,0.000,2.444,6.028,0.211,22,PL-PRO
22,0.254,0.002,15,10.154,0.000,10.154,264.892,14.000,3.822,0.662,1.000,71.000, 4.625, 0, 0,0.000,2.845,5.365,0.531,23,PL-PRO
23,0.238,0.005,19,10.093,0.000,10.093,268.400,18.000,4.060,0.562,1.000,12.333, 3.500, 5, 0,0.000,2.491,6.048,0.384,24,PL-PRO
24,0.223,0.002,15,6.715,0.000,6.715,180.666,14.000,3.833,0.445,1.000,70.167, 5.333, 1, 0,0.000,2.408,5.218,0.808,25,PL-PRO
25,0.218,0.003,18,10.194,0.000,10.194,235.871,17.000,3.964,0.589,1.000,18.000, 4.125, 3, 1,0.000,2.313,5.182,0.297,26,PL-PRO
26,0.216,0.002,17,9.088,0.000,9.088,220.433,16.000,4.007,0.592,1.000,-14.625, 3.875, 7, 0,0.000,2.302,4.853,0.210,27,PL-PRO
27,0.215,0.002,16,8.244,0.000,8.244,197.783,15.000,3.864,0.683,1.000,-2.000, 3.571, 6, -1,0.000,2.321,4.636,0.446,28,PL-PRO
28,0.213,0.004,17,8.424,0.000,8.424,254.923,16.000,4.163,0.555,1.000,-30.143, 4.571, 5, 2,0.000,2.252,5.882,0.212,29,PL-PRO
29,0.212,0.007,24,10.455,0.000,10.455,257.912,23.000,3.998,0.567,1.000,1.667, 3.333, 4, 0,0.000,1.948,5.536,0.555,30,PL-PRO
30,0.204,0.003,17,8.183,0.000,8.183,166.928,16.000,3.852,0.592,1.000,42.000, 4.167, 3, 1,0.000,2.152,4.930,0.574,31,PL-PRO
31,0.203,0.003,15,9.028,0.000,9.028,202.259,14.000,3.851,0.784,1.000,61.000, 5.000, 2, 0,0.000,2.294,5.927,0.220,32,PL-PRO
32,0.189,0.003,20,9.068,0.000,9.068,97.521,19.000,3.507,0.362,1.000,50.444, 4.333, 3, -1,0.000,1.867,4.069,0.246,33,PL-PRO
33,0.172,0.002,16,6.635,0.000,6.635,173.567,15.000,3.884,0.456,1.000,-11.000, 4.400, 3, -1,0.000,1.793,4.388,0.673,34,PL-PRO
34,0.112,0.001,15,7.701,0.000,7.701,83.339,14.000,3.613,0.427,1.000,33.857, 5.000, 4, 2,0.000,1.236,2.801,0.270,35,PL-PRO
35,0.098,0.001,15,6.052,0.000,6.052,131.101,14.000,3.923,0.633,1.000,2.750, 3.750, 3, 1,0.000,1.008,2.732,0.621,36,PL-PRO
0,0.498,0.531,32,48.701,0.000,48.701,218.215,31.000,3.902,0.445,1.000,72.667, 4.500, 1, 0,0.000,2.692,5.994,0.061,1,ORF8
1,0.354,0.038,20,17.829,5.357,12.472,102.156,19.000,3.480,0.380,1.000,69.250, 4.625, 2, 0,6.250,1.833,4.711,0.131,2,ORF8
2,0.328,0.305,32,136.445,25.759,110.686,406.503,17.273,3.715,0.403,0.688,66.200, 5.000, 2, 0,25.926,4.558,13.042,0.563,3,ORF8
3,0.299,0.001,16,60.483,29.084,31.398,295.297,4.000,3.918,0.575,0.312,10.778, 3.889, 7, 2,47.059,3.744,7.625,0.111,4,ORF8
4,0.225,0.000,20,99.091,48.371,50.720,321.139,6.000,3.834,0.557,0.350,-0.200, 3.400, 4, -1,44.444,3.869,8.182,0.291,5,ORF8
5,0.221,0.026,19,54.233,10.759,43.475,149.527,17.000,3.533,0.395,0.947,22.500, 4.500, 4, 0,29.412,2.152,6.538,0.000,6,ORF8
6,0.193,0.006,22,86.487,32.144,54.343,275.624,10.000,3.884,0.490,0.500,28.778, 3.778, 3, -2,42.105,2.729,6.459,0.230,7,ORF8
7,0.172,0.002,17,47.172,19.397,27.775,204.952,10.000,3.935,0.517,0.647,39.200, 4.400, 3, -1,41.667,1.644,4.465,0.095,8,ORF8
8,0.128,0.000,16,80.646,55.286,25.360,251.051,2.000,4.027,0.456,0.188,8.000, 4.833, 4, 1,57.143,2.785,5.896,0.378,9,ORF8
