,Score,Druggability Score,Number of Alpha Spheres,Total SASA,Polar SASA,Apolar SASA,Volume,Mean local hydrophobic density,Mean alpha sphere radius :,Mean alp. sph. solvent access,Apolar alpha sphere proportion,Hydrophobicity score:,Volume score: ,Polarity score:,Charge score :,Proportion of polar atoms: ,Alpha sphere density,Cent. of mass - Alpha Sphere max dist: ,Flexibility,pocket_number,protein
16,0.293,0.007,15,9.430,0.000,9.430,324.274,14.000,3.925,0.514,1.000,5.000, 4.250, 3, 1,0.000,3.460,8.007,0.327,17,PL-PRO
17,0.291,0.015,19,9.932,0.000,9.932,273.857,17.263,3.809,0.479,1.000,39.429, 4.000, 5, 0,0.000,3.298,8.878,0.626,18,PL-PRO
18,0.291,0.005,15,9.591,0.000,9.591,285.045,14.000,3.948,0.504,1.000,-31.333, 4.333, 5, 0,0.000,3.428,6.854,0.291,19,PL-PRO
19,0.289,0.006,15,9.953,0.000,9.953,296.449,13.733,4.146,0.741,1.000,-17.833, 3.000, 5, 0,0.000,3.432,7.704,0.566,20,PL-PRO
20,0.283,0.004,16,8.264,0.000,8.264,212.131,15.000,3.705,0.477,1.000,56.833, 6.000, 4, 1,0.000,3.265,5.878,0.543,21,PL-PRO
21,0.281,0.012,19,13.069,0.000,13.069,267.438,17.368,3.822,0.716,1.000,30.667, 4.167, 4, 0,0.000,3.319,8.280,0.635,22,PL-PRO
22,0.281,0.017,24,12.627,0.000,12.627,300.067,23.000,3.977,0.685,1.000,45.600, 4.000, 4, 0,0.000,3.087,7.211,0.586,23,PL-PRO
23,0.275,0.015,22,9.028,0.000,9.028,291.356,21.000,4.077,0.564,1.000,48.286, 5.000, 3, 2,0.000,2.965,7.556,0.820,24,PL-PRO
24,0.269,0.010,20,10.254,0.000,10.254,285.995,19.000,4.026,0.679,1.000,14.833, 4.667, 5, -1,0.000,3.030,7.110,0.588,25,PL-PRO
25,0.255,0.012,22,10.696,0.000,10.696,279.286,21.000,3.835,0.627,1.000,31.500, 5.500, 3, 3,0.000,2.834,6.894,0.127,26,PL-PRO
26,0.250,0.003,15,8.183,0.000,8.183,234.217,14.000,4.038,0.639,1.000,5.800, 3.600, 3, 1,0.000,2.953,5.912,0.647,27,PL-PRO
27,0.241,0.011,20,12.144,0.000,12.144,275.571,19.000,3.945,0.713,1.000,46.167, 3.667, 3, 0,0.000,2.786,7.459,0.322,28,PL-PRO
28,0.236,0.007,22,11.219,0.000,11.219,276.861,21.000,3.917,0.687,1.000,34.667, 4.667, 3, 0,0.000,2.602,5.588,0.157,29,PL-PRO
29,0.224,0.004,18,12.385,0.000,12.385,264.214,17.000,3.996,0.727,1.000,24.750, 4.125, 5, 2,0.000,2.695,5.068,0.634,30,PL-PRO
30,0.213,0.006,17,11.903,0.000,11.903,279.047,16.000,4.049,0.713,1.000,66.250, 5.250, 2, 0,0.000,2.609,6.527,0.325,31,PL-PRO
31,0.211,0.004,15,7.218,0.000,7.218,229.455,14.000,3.909,0.563,1.000,42.429, 3.714, 2, 1,0.000,2.476,6.335,0.805,32,PL-PRO
32,0.209,0.005,19,9.289,0.000,9.289,252.188,18.000,4.036,0.551,1.000,16.600, 4.800, 4, 0,0.000,2.365,5.470,0.480,33,PL-PRO
33,0.191,0.003,15,8.465,0.000,8.465,183.293,14.000,4.019,0.582,1.000,37.875, 5.500, 6, 1,0.000,2.320,5.054,0.690,34,PL-PRO
34,0.186,0.002,16,7.841,0.000,7.841,289.874,15.000,4.218,0.526,1.000,9.143, 4.286, 5, 0,0.000,2.185,4.508,0.642,35,PL-PRO
35,0.171,0.003,17,8.807,0.000,8.807,95.439,16.000,3.514,0.364,1.000,36.778, 4.667, 5, 1,0.000,2.044,4.672,0.645,36,PL-PRO
36,0.165,0.002,17,7.922,0.000,7.922,84.841,16.000,3.500,0.389,1.000,8.125, 2.375, 4, -1,0.000,1.942,4.354,0.295,37,PL-PRO
0,0.367,0.611,53,108.041,34.375,73.665,337.996,22.000,3.955,0.474,0.434,23.538, 4.385, 9, 2,41.379,3.738,7.760,0.116,1,ORF8
1,0.135,0.002,17,66.366,28.929,37.436,231.336,6.000,3.784,0.530,0.412,21.750, 3.625, 3, -1,37.500,3.169,6.900,0.568,2,ORF8
2,0.085,0.007,17,65.978,28.146,37.832,200.687,11.000,3.863,0.563,0.706,27.571, 4.429, 5, 1,29.412,2.618,5.344,0.245,3,ORF8
3,0.085,0.321,21,77.951,4.286,73.665,262.405,20.000,3.982,0.586,1.000,57.429, 5.143, 3, 0,10.526,2.729,5.901,0.127,4,ORF8
4,0.067,0.005,17,75.112,22.788,52.324,284.259,9.000,4.096,0.745,0.588,2.714, 3.714, 5, 0,36.842,2.828,4.978,0.353,5,ORF8
5,0.059,0.019,24,119.514,37.811,81.703,295.358,7.333,3.608,0.408,0.375,49.000, 4.625, 2, 0,33.333,3.975,10.906,0.213,6,ORF8
6,0.053,0.003,19,87.555,34.419,53.136,255.244,7.000,3.914,0.560,0.421,15.700, 3.700, 6, -1,44.444,2.960,7.770,0.553,7,ORF8
7,0.031,0.000,17,85.325,43.058,42.267,285.115,0.000,3.833,0.614,0.059,34.286, 4.571, 3, 2,50.000,2.873,8.229,0.316,8,ORF8
